node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MAPK14	CDK1	9606.ENSP00000229795	9606.ENSP00000378699	0	0	0	0.829	0	0.235	0	0	0.235
MAPK14	BRAF	9606.ENSP00000229795	9606.ENSP00000288602	0	0	0	0.606	0	0.247	0	0	0.246
MAPK14	PRKCQ	9606.ENSP00000229795	9606.ENSP00000263125	0	0	0	0.631	0	0.249	0	0	0.248
MAPK14	CHEK1	9606.ENSP00000229795	9606.ENSP00000388648	0	0	0	0.616	0	0.151	0	0	0.150
MAPK14	PIM2	9606.ENSP00000229795	9606.ENSP00000365692	0	0	0	0.597	0	0.174	0	0	0.173
MAPK14	ERBB2	9606.ENSP00000229795	9606.ENSP00000269571	0	0	0	0.577	0	0.213	0	0	0.213
MAPK14	PRKCE	9606.ENSP00000229795	9606.ENSP00000306124	0	0	0	0.585	0	0.249	0	0	0.248
MAPK14	PPP1CC	9606.ENSP00000229795	9606.ENSP00000341779	0	0	0	0	0	0.168	0	0	0.167
MAPK14	MAP3K14	9606.ENSP00000229795	9606.ENSP00000482657	0	0	0	0.591	0	0.246	0	0	0.245
MAPK14	LRRK2	9606.ENSP00000229795	9606.ENSP00000298910	0	0	0	0.591	0	0.256	0	0	0.256
MAPK14	VAV1	9606.ENSP00000229795	9606.ENSP00000472929	0	0	0	0	0	0.182	0	0	0.181
MAPK14	PRKCD	9606.ENSP00000229795	9606.ENSP00000378217	0	0	0	0.599	0	0.249	0	0	0.248
MAPK14	HDAC1	9606.ENSP00000229795	9606.ENSP00000362649	0	0	0	0	0	0.299	0	0	0.299
MAPK14	RPS6KA3	9606.ENSP00000229795	9606.ENSP00000368884	0	0	0	0.645	0	0.372	0	0	0.372
MAPK14	PTPN1	9606.ENSP00000229795	9606.ENSP00000360683	0	0	0	0	0	0.247	0	0	0.246
MAPK14	IKBKB	9606.ENSP00000229795	9606.ENSP00000430684	0	0	0	0.648	0	0.351	0	0	0.351
MAPK14	HSP90AB1	9606.ENSP00000229795	9606.ENSP00000360609	0	0	0	0	0	0.288	0	0	0.288
MAPK14	CDC25A	9606.ENSP00000229795	9606.ENSP00000303706	0	0	0	0	0	0.484	0	0	0.484
MAPK14	MTOR	9606.ENSP00000229795	9606.ENSP00000354558	0	0	0	0	0	0.213	0	0	0.213
MAPK14	STK39	9606.ENSP00000229795	9606.ENSP00000348278	0	0	0	0.609	0	0.576	0	0	0.576
MAPK14	PTPN11	9606.ENSP00000229795	9606.ENSP00000340944	0	0	0	0	0	0.384	0	0	0.384
MAPK14	BCL2L1	9606.ENSP00000229795	9606.ENSP00000302564	0	0	0	0	0	0.270	0	0	0.270
MAPK14	CASP8	9606.ENSP00000229795	9606.ENSP00000351273	0	0	0	0	0	0.282	0	0	0.282
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0	0.924	0	0.470	0	0	0.470
MAPK14	MKNK2	9606.ENSP00000229795	9606.ENSP00000250896	0	0	0	0.616	0	0.890	0	0	0.890
MAPK14	MAP3K1	9606.ENSP00000229795	9606.ENSP00000382423	0	0	0	0.650	0	0.246	0	0	0.245
MAPK14	MAPK11	9606.ENSP00000229795	9606.ENSP00000333685	0	0	0	0.976	0	0.401	0	0	0.401
MAPK14	CDC25C	9606.ENSP00000229795	9606.ENSP00000321656	0	0	0	0	0	0.646	0	0	0.646
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0	0.924	0	0.777	0	0	0.777
MAPK14	PAK1	9606.ENSP00000229795	9606.ENSP00000278568	0	0	0	0.644	0	0.501	0	0	0.501
MAPK14	CDC25B	9606.ENSP00000229795	9606.ENSP00000245960	0	0	0	0	0	0.620	0	0	0.620
MAPK14	MAP2K1	9606.ENSP00000229795	9606.ENSP00000302486	0	0	0	0.632	0	0.603	0	0	0.603
MAPK14	CASP3	9606.ENSP00000229795	9606.ENSP00000311032	0	0	0	0	0	0.282	0	0	0.282
MAPK14	RPS6KA5	9606.ENSP00000229795	9606.ENSP00000479667	0	0	0	0.623	0	0.777	0	0	0.777
MAPK14	JUN	9606.ENSP00000229795	9606.ENSP00000360266	0	0	0	0	0	0.400	0	0	0.400
MAPK3	MAPK1	9606.ENSP00000263025	9606.ENSP00000215832	0	0	0	0.983	0	0.887	0	0	0.887
MAPK3	RPS6KB1	9606.ENSP00000263025	9606.ENSP00000225577	0	0	0	0.625	0	0.309	0	0	0.309
MAPK3	MAPK14	9606.ENSP00000263025	9606.ENSP00000229795	0	0	0	0.924	0	0.777	0	0	0.777
MAPK3	CDC25B	9606.ENSP00000263025	9606.ENSP00000245960	0	0	0	0	0	0.323	0	0	0.323
MAPK3	TRAP1	9606.ENSP00000263025	9606.ENSP00000246957	0	0	0	0	0	0.373	0	0	0.373
MAPK3	MKNK2	9606.ENSP00000263025	9606.ENSP00000250896	0	0	0	0.603	0	0.176	0	0	0.175
MAPK3	PER2	9606.ENSP00000263025	9606.ENSP00000254657	0	0	0	0	0	0.228	0	0	0.227
MAPK3	CREBBP	9606.ENSP00000263025	9606.ENSP00000262367	0	0	0	0	0	0.526	0	0	0.526
MAPK3	ROS1	9606.ENSP00000263025	9606.ENSP00000357494	0	0	0	0.571	0	0.182	0	0	0.181
MAPK3	PIM3	9606.ENSP00000263025	9606.ENSP00000353824	0	0	0	0.588	0	0.174	0	0	0.173
MAPK3	PIM1	9606.ENSP00000263025	9606.ENSP00000362608	0	0	0	0.599	0	0.229	0	0	0.229
MAPK3	PIM2	9606.ENSP00000263025	9606.ENSP00000365692	0	0	0	0.592	0	0.174	0	0	0.173
MAPK3	CDK1	9606.ENSP00000263025	9606.ENSP00000378699	0	0	0	0.855	0	0.235	0	0	0.235
MAPK3	BRD4	9606.ENSP00000263025	9606.ENSP00000263377	0	0	0	0	0	0.160	0	0	0.159
MAPK3	CHEK1	9606.ENSP00000263025	9606.ENSP00000388648	0	0	0	0.632	0	0.151	0	0	0.150
MAPK3	PRKDC	9606.ENSP00000263025	9606.ENSP00000313420	0	0	0	0	0	0.158	0	0	0.157
MAPK3	SYK	9606.ENSP00000263025	9606.ENSP00000364907	0	0	0	0.580	0	0.300	0	0	0.300
MAPK3	INSR	9606.ENSP00000263025	9606.ENSP00000303830	0	0	0	0.573	0	0.351	0	0	0.351
MAPK3	FASN	9606.ENSP00000263025	9606.ENSP00000304592	0	0	0	0	0	0.270	0	0	0.270
MAPK3	LRRK2	9606.ENSP00000263025	9606.ENSP00000298910	0	0	0	0.573	0	0.433	0	0	0.433
MAPK3	PPP1CC	9606.ENSP00000263025	9606.ENSP00000341779	0	0	0	0	0	0.168	0	0	0.167
MAPK3	ERBB2	9606.ENSP00000263025	9606.ENSP00000269571	0	0	0	0.573	0	0.318	0	0	0.317
MAPK3	CDC25A	9606.ENSP00000263025	9606.ENSP00000303706	0	0	0	0	0	0.323	0	0	0.323
MAPK3	ALK	9606.ENSP00000263025	9606.ENSP00000373700	0	0	0	0	0	0.182	0	0	0.181
MAPK3	PTPN1	9606.ENSP00000263025	9606.ENSP00000360683	0	0	0	0	0	0.247	0	0	0.246
MAPK3	PAK1	9606.ENSP00000263025	9606.ENSP00000278568	0	0	0	0.636	0	0.533	0	0	0.533
MAPK3	HDAC6	9606.ENSP00000263025	9606.ENSP00000334061	0	0	0	0	0	0.495	0	0	0.495
MAPK3	CDC25C	9606.ENSP00000263025	9606.ENSP00000321656	0	0	0	0	0	0.484	0	0	0.484
MAPK3	PARP1	9606.ENSP00000263025	9606.ENSP00000355759	0	0	0	0	0	0.270	0	0	0.270
MAPK3	RET	9606.ENSP00000263025	9606.ENSP00000347942	0	0	0	0.569	0	0.616	0	0	0.616
MAPK3	PTGS2	9606.ENSP00000263025	9606.ENSP00000356438	0	0	0	0	0	0.334	0	0	0.334
MAPK3	MTOR	9606.ENSP00000263025	9606.ENSP00000354558	0	0	0	0	0	0.213	0	0	0.213
MAPK3	MAP3K1	9606.ENSP00000263025	9606.ENSP00000382423	0	0	0	0.639	0	0.746	0	0	0.746
MAPK3	PRKCG	9606.ENSP00000263025	9606.ENSP00000263431	0	0	0	0.592	0	0.213	0	0	0.213
MAPK3	PRKCZ	9606.ENSP00000263025	9606.ENSP00000367830	0	0	0	0.581	0	0.300	0	0	0.300
MAPK3	PRKCH	9606.ENSP00000263025	9606.ENSP00000329127	0	0	0	0.572	0	0.249	0	0	0.248
MAPK3	PRKCQ	9606.ENSP00000263025	9606.ENSP00000263125	0	0	0	0.590	0	0.249	0	0	0.248
MAPK3	RPS6KA5	9606.ENSP00000263025	9606.ENSP00000479667	0	0	0	0.622	0	0.175	0	0	0.175
MAPK3	CDK2	9606.ENSP00000263025	9606.ENSP00000266970	0	0	0	0.872	0	0.235	0	0	0.235
MAPK3	PRKCB	9606.ENSP00000263025	9606.ENSP00000305355	0	0	0	0.587	0	0.213	0	0	0.213
MAPK3	MAPK8	9606.ENSP00000263025	9606.ENSP00000378974	0	0	0	0.874	0	0.225	0	0	0.225
MAPK3	MAP3K14	9606.ENSP00000263025	9606.ENSP00000482657	0	0	0	0.598	0	0.381	0	0	0.381
MAPK3	NTRK1	9606.ENSP00000263025	9606.ENSP00000431418	0	0	0	0.573	0	0.300	0	0	0.300
MAPK3	PRKCE	9606.ENSP00000263025	9606.ENSP00000306124	0	0	0	0.589	0	0.383	0	0	0.383
MAPK3	LCK	9606.ENSP00000263025	9606.ENSP00000337825	0	0	0	0.605	0	0.300	0	0	0.300
MAPK3	PPP2CA	9606.ENSP00000263025	9606.ENSP00000418447	0	0	0	0	0	0.554	0	0	0.554
MAPK3	PRKCA	9606.ENSP00000263025	9606.ENSP00000408695	0	0	0	0.588	0	0.369	0	0	0.369
MAPK3	HSP90AB1	9606.ENSP00000263025	9606.ENSP00000360609	0	0	0	0	0	0.299	0	0	0.299
MAPK3	PRKCD	9606.ENSP00000263025	9606.ENSP00000378217	0	0	0	0.582	0	0.383	0	0	0.383
MAPK3	SRC	9606.ENSP00000263025	9606.ENSP00000362680	0	0	0	0.611	0	0.538	0	0	0.538
MAPK3	CASP8	9606.ENSP00000263025	9606.ENSP00000351273	0	0	0	0	0	0.282	0	0	0.282
MAPK3	BRAF	9606.ENSP00000263025	9606.ENSP00000288602	0	0	0	0.578	0	0.757	0	0	0.757
MAPK3	RPS6KA3	9606.ENSP00000263025	9606.ENSP00000368884	0	0	0	0.644	0	0.860	0	0	0.860
MAPK3	JUN	9606.ENSP00000263025	9606.ENSP00000360266	0	0	0	0	0	0.500	0	0	0.500
MAPK3	PTPN11	9606.ENSP00000263025	9606.ENSP00000340944	0	0	0	0	0	0.784	0	0	0.784
MAPK3	MAP2K1	9606.ENSP00000263025	9606.ENSP00000302486	0	0	0	0.590	0	0.963	0	0	0.963
MAPK8	MAPK1	9606.ENSP00000378974	9606.ENSP00000215832	0	0	0	0.886	0	0.225	0	0	0.225
MAPK8	RPS6KB1	9606.ENSP00000378974	9606.ENSP00000225577	0	0	0	0.591	0	0.492	0	0	0.491
MAPK8	CDKN1B	9606.ENSP00000378974	9606.ENSP00000228872	0	0	0	0	0	0.270	0	0	0.270
MAPK8	MAPK14	9606.ENSP00000378974	9606.ENSP00000229795	0	0	0	0.924	0	0.470	0	0	0.470
MAPK8	NR3C1	9606.ENSP00000378974	9606.ENSP00000231509	0	0	0	0	0	0.213	0	0	0.213
MAPK8	FLT4	9606.ENSP00000378974	9606.ENSP00000261937	0	0	0	0.560	0	0.230	0	0	0.229
MAPK8	MAPK3	9606.ENSP00000378974	9606.ENSP00000263025	0	0	0	0.874	0	0.225	0	0	0.225
MAPK8	PRKCQ	9606.ENSP00000378974	9606.ENSP00000263125	0	0	0	0.595	0	0.171	0	0	0.171
MAPK8	PPARG	9606.ENSP00000378974	9606.ENSP00000287820	0	0	0	0	0	0.213	0	0	0.213
MAPK8	LRRK2	9606.ENSP00000378974	9606.ENSP00000298910	0	0	0	0.565	0	0.212	0	0	0.212
MAPK8	BCL2L1	9606.ENSP00000378974	9606.ENSP00000302564	0	0	0	0	0	0.690	0	0	0.690
MAPK8	PRKCE	9606.ENSP00000378974	9606.ENSP00000306124	0	0	0	0.572	0	0.171	0	0	0.171
MAPK8	CASP3	9606.ENSP00000378974	9606.ENSP00000311032	0	0	0	0	0	0.270	0	0	0.270
MAPK8	PRKDC	9606.ENSP00000378974	9606.ENSP00000313420	0	0	0	0	0	0.286	0	0	0.286
MAPK8	PRKCH	9606.ENSP00000378974	9606.ENSP00000329127	0	0	0	0.571	0	0.171	0	0	0.171
MAPK8	PDPK1	9606.ENSP00000378974	9606.ENSP00000344220	0	0	0	0.604	0	0.270	0	0	0.270
MAPK8	RET	9606.ENSP00000378974	9606.ENSP00000347942	0	0	0	0.558	0	0.297	0	0	0.297
MAPK8	CASP8	9606.ENSP00000378974	9606.ENSP00000351273	0	0	0	0	0	0.287	0	0	0.286
MAPK8	MTOR	9606.ENSP00000378974	9606.ENSP00000354558	0	0	0	0	0	0.286	0	0	0.286
MAPK8	JUN	9606.ENSP00000378974	9606.ENSP00000360266	0	0	0	0	0	0.998	0	0	0.998
MAPK8	TNKS2	9606.ENSP00000378974	9606.ENSP00000360689	0	0	0	0	0	0.166	0	0	0.165
MAPK8	HDAC1	9606.ENSP00000378974	9606.ENSP00000362649	0	0	0	0	0	0.270	0	0	0.270
MAPK8	PRKCD	9606.ENSP00000378974	9606.ENSP00000378217	0	0	0	0.592	0	0.171	0	0	0.171
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0	0	0.981	0	0.805	0	0	0.805
MAPK8	MAP3K1	9606.ENSP00000378974	9606.ENSP00000382423	0	0	0	0.578	0	0.885	0	0	0.885
MAPK9	RPS6KB1	9606.ENSP00000394560	9606.ENSP00000225577	0	0	0	0.602	0	0.213	0	0	0.213
MAPK9	CDC25B	9606.ENSP00000394560	9606.ENSP00000245960	0	0	0	0	0	0.270	0	0	0.270
MAPK9	FLT4	9606.ENSP00000394560	9606.ENSP00000261937	0	0	0	0	0	0.213	0	0	0.213
MAPK9	PRKCQ	9606.ENSP00000394560	9606.ENSP00000263125	0	0	0	0.605	0	0.171	0	0	0.171
MAPK9	LRRK2	9606.ENSP00000394560	9606.ENSP00000298910	0	0	0	0.572	0	0.212	0	0	0.212
MAPK9	BCL2L1	9606.ENSP00000394560	9606.ENSP00000302564	0	0	0	0	0	0.281	0	0	0.281
MAPK9	PRKCE	9606.ENSP00000394560	9606.ENSP00000306124	0	0	0	0.573	0	0.171	0	0	0.171
MAPK9	CASP3	9606.ENSP00000394560	9606.ENSP00000311032	0	0	0	0	0	0.270	0	0	0.270
MAPK9	PRKDC	9606.ENSP00000394560	9606.ENSP00000313420	0	0	0	0	0	0.498	0	0	0.498
MAPK9	CDC25C	9606.ENSP00000394560	9606.ENSP00000321656	0	0	0	0	0	0.283	0	0	0.282
MAPK9	PRKCH	9606.ENSP00000394560	9606.ENSP00000329127	0	0	0	0.577	0	0.171	0	0	0.171
MAPK9	MAPK10	9606.ENSP00000394560	9606.ENSP00000352157	0	0	0	0.981	0	0.289	0	0	0.288
MAPK9	JUN	9606.ENSP00000394560	9606.ENSP00000360266	0	0	0	0	0	0.982	0	0	0.982
MAPK9	TNKS2	9606.ENSP00000394560	9606.ENSP00000360689	0	0	0	0	0	0.159	0	0	0.158
MAPK9	HDAC1	9606.ENSP00000394560	9606.ENSP00000362649	0	0	0	0	0	0.270	0	0	0.270
MAPK9	PRKCD	9606.ENSP00000394560	9606.ENSP00000378217	0	0	0	0.597	0	0.171	0	0	0.171
MAPK9	MAPK8	9606.ENSP00000394560	9606.ENSP00000378974	0	0	0	0.981	0	0.805	0	0	0.805
MAPK9	MAP3K1	9606.ENSP00000394560	9606.ENSP00000382423	0	0	0	0.577	0	0.527	0	0	0.527
MDM2	AURKA	9606.ENSP00000258149	9606.ENSP00000216911	0	0	0	0	0	0.270	0	0	0.270
MDM2	RPS6KB1	9606.ENSP00000258149	9606.ENSP00000225577	0	0	0	0	0	0.345	0	0	0.345
MDM2	NR3C1	9606.ENSP00000258149	9606.ENSP00000231509	0	0	0	0	0	0.334	0	0	0.334
MDM2	SIRT2	9606.ENSP00000258149	9606.ENSP00000249396	0	0	0	0	0	0.270	0	0	0.270
MDM2	PER2	9606.ENSP00000258149	9606.ENSP00000254657	0	0	0	0	0	0.486	0	0	0.485
MDM2	NR3C2	9606.ENSP00000258149	9606.ENSP00000350815	0	0	0	0	0	0.161	0	0	0.161
MDM2	IARS	9606.ENSP00000258149	9606.ENSP00000364794	0	0	0	0	0	0.270	0	0	0.270
MDM2	SF3B3	9606.ENSP00000258149	9606.ENSP00000305790	0	0	0	0	0	0.270	0	0	0.270
MDM2	PDE4D	9606.ENSP00000258149	9606.ENSP00000345502	0	0	0	0	0	0.270	0	0	0.270
MDM2	PIM3	9606.ENSP00000258149	9606.ENSP00000353824	0	0	0	0	0	0.270	0	0	0.270
MDM2	PPARD	9606.ENSP00000258149	9606.ENSP00000310928	0	0	0	0	0	0.427	0	0	0.427
MDM2	CDK9	9606.ENSP00000258149	9606.ENSP00000362361	0	0	0	0	0	0.270	0	0	0.270
MDM2	HDAC2	9606.ENSP00000258149	9606.ENSP00000430432	0	0	0	0	0	0.270	0	0	0.270
MDM2	PPARG	9606.ENSP00000258149	9606.ENSP00000287820	0	0	0	0	0	0.282	0	0	0.282
MDM2	PIM2	9606.ENSP00000258149	9606.ENSP00000365692	0	0	0	0	0	0.270	0	0	0.270
MDM2	PIM1	9606.ENSP00000258149	9606.ENSP00000362608	0	0	0	0	0	0.487	0	0	0.487
MDM2	PTGS2	9606.ENSP00000258149	9606.ENSP00000356438	0	0	0	0	0	0.176	0	0	0.175
MDM2	CDC25C	9606.ENSP00000258149	9606.ENSP00000321656	0	0	0	0	0	0.270	0	0	0.270
MDM2	JAK1	9606.ENSP00000258149	9606.ENSP00000343204	0	0	0	0	0	0.494	0	0	0.494
MDM2	GSK3B	9606.ENSP00000258149	9606.ENSP00000324806	0	0	0	0	0	0.345	0	0	0.345
MDM2	ADRB2	9606.ENSP00000258149	9606.ENSP00000305372	0	0	0	0	0	0.334	0	0	0.334
MDM2	HSP90AB1	9606.ENSP00000258149	9606.ENSP00000360609	0	0	0	0	0	0.270	0	0	0.270
MDM2	BCL2L1	9606.ENSP00000258149	9606.ENSP00000302564	0	0	0	0	0	0.176	0	0	0.175
MDM2	TERT	9606.ENSP00000258149	9606.ENSP00000309572	0	0	0	0	0	0.486	0	0	0.485
MDM2	SRC	9606.ENSP00000258149	9606.ENSP00000362680	0	0	0	0	0	0.281	0	0	0.281
MDM2	PPP2CA	9606.ENSP00000258149	9606.ENSP00000418447	0	0	0	0	0	0.161	0	0	0.161
MDM2	CASP3	9606.ENSP00000258149	9606.ENSP00000311032	0	0	0	0	0	0.875	0	0	0.875
MDM2	IGF1R	9606.ENSP00000258149	9606.ENSP00000268035	0	0	0	0	0	0.880	0	0	0.880
MDM2	HDAC1	9606.ENSP00000258149	9606.ENSP00000362649	0	0	0	0	0	0.675	0	0	0.675
MDM2	CREBBP	9606.ENSP00000258149	9606.ENSP00000262367	0	0	0	0	0	0.866	0	0	0.866
MDM2	AR	9606.ENSP00000258149	9606.ENSP00000363822	0	0	0	0	0	0.898	0	0	0.898
MERTK	TRAP1	9606.ENSP00000295408	9606.ENSP00000246957	0	0	0	0	0	0.161	0	0	0.161
MERTK	FLT4	9606.ENSP00000295408	9606.ENSP00000261937	0	0	0	0.588	0	0.397	0	0	0.396
MERTK	ERBB2	9606.ENSP00000295408	9606.ENSP00000269571	0	0	0	0.592	0	0.376	0	0	0.376
MERTK	KIT	9606.ENSP00000295408	9606.ENSP00000288135	0	0	0	0.578	0	0.397	0	0	0.396
MERTK	MAP3K6	9606.ENSP00000295408	9606.ENSP00000419591	0	0	0	0.541	0	0.152	0	0	0.151
MERTK	PDK1	9606.ENSP00000295408	9606.ENSP00000376352	0	0	0	0	0	0.158	0	0	0.157
MERTK	HSP90AB1	9606.ENSP00000295408	9606.ENSP00000360609	0	0	0	0	0	0.237	0	0	0.237
MERTK	MAP2K1	9606.ENSP00000295408	9606.ENSP00000302486	0	0	0	0	0	0.178	0	0	0.177
MERTK	ROS1	9606.ENSP00000295408	9606.ENSP00000357494	0	0	0	0.623	0	0.236	0	0	0.236
MERTK	VAV1	9606.ENSP00000295408	9606.ENSP00000472929	0	0	0	0	0	0.225	0	0	0.225
MERTK	ALK	9606.ENSP00000295408	9606.ENSP00000373700	0	0	0	0.611	0	0.394	0	0	0.394
MERTK	RET	9606.ENSP00000295408	9606.ENSP00000347942	0	0	0	0.619	0	0.394	0	0	0.394
MERTK	AXL	9606.ENSP00000295408	9606.ENSP00000301178	0	0	0	0.899	0	0.397	0	0	0.396
MERTK	NTRK1	9606.ENSP00000295408	9606.ENSP00000431418	0	0	0	0.631	0	0.395	0	0	0.394
MKNK2	MAPK1	9606.ENSP00000250896	9606.ENSP00000215832	0	0	0	0.606	0	0.884	0	0	0.884
MKNK2	MAPK14	9606.ENSP00000250896	9606.ENSP00000229795	0	0	0	0.616	0	0.890	0	0	0.890
MKNK2	TRAP1	9606.ENSP00000250896	9606.ENSP00000246957	0	0	0	0	0	0.198	0	0	0.198
MKNK2	MAPK11	9606.ENSP00000250896	9606.ENSP00000333685	0	0	0	0.621	0	0.376	0	0	0.376
MKNK2	MAPK3	9606.ENSP00000250896	9606.ENSP00000263025	0	0	0	0.603	0	0.176	0	0	0.175
MMP1	MMP7	9606.ENSP00000322788	9606.ENSP00000260227	0	0	0	0.919	0	0.213	0	0	0.213
MMP1	JUN	9606.ENSP00000322788	9606.ENSP00000360266	0	0	0	0	0	0.628	0	0	0.628
MMP7	MMP1	9606.ENSP00000260227	9606.ENSP00000322788	0	0	0	0.919	0	0.213	0	0	0.213
MTOR	MAPK1	9606.ENSP00000354558	9606.ENSP00000215832	0	0	0	0	0	0.284	0	0	0.284
MTOR	RPS6KB1	9606.ENSP00000354558	9606.ENSP00000225577	0	0	0	0	0	0.992	0	0	0.992
MTOR	MAPK14	9606.ENSP00000354558	9606.ENSP00000229795	0	0	0	0	0	0.213	0	0	0.213
MTOR	STK38	9606.ENSP00000354558	9606.ENSP00000229812	0	0	0	0	0	0.345	0	0	0.345
MTOR	CDC25B	9606.ENSP00000354558	9606.ENSP00000245960	0	0	0	0	0	0.245	0	0	0.244
MTOR	CREBBP	9606.ENSP00000354558	9606.ENSP00000262367	0	0	0	0	0	0.203	0	0	0.203
MTOR	MAPK3	9606.ENSP00000354558	9606.ENSP00000263025	0	0	0	0	0	0.213	0	0	0.213
MTOR	PRKCQ	9606.ENSP00000354558	9606.ENSP00000263125	0	0	0	0	0	0.242	0	0	0.241
MTOR	BRD4	9606.ENSP00000354558	9606.ENSP00000263377	0	0	0	0	0	0.203	0	0	0.203
MTOR	PIK3CA	9606.ENSP00000354558	9606.ENSP00000263967	0	0	0	0.541	0	0.347	0	0	0.347
MTOR	IGF1R	9606.ENSP00000354558	9606.ENSP00000268035	0	0	0	0	0	0.187	0	0	0.187
MTOR	PAK1	9606.ENSP00000354558	9606.ENSP00000278568	0	0	0	0	0	0.162	0	0	0.161
MTOR	PIK3CB	9606.ENSP00000354558	9606.ENSP00000289153	0	0	0	0.541	0	0.347	0	0	0.347
MTOR	HTR6	9606.ENSP00000354558	9606.ENSP00000289753	0	0	0	0	0	0.345	0	0	0.345
MTOR	LRRK2	9606.ENSP00000354558	9606.ENSP00000298910	0	0	0	0	0	0.353	0	0	0.353
MTOR	MAP2K1	9606.ENSP00000354558	9606.ENSP00000302486	0	0	0	0	0	0.162	0	0	0.162
MTOR	BCL2L1	9606.ENSP00000354558	9606.ENSP00000302564	0	0	0	0	0	0.495	0	0	0.495
MTOR	CDC25A	9606.ENSP00000354558	9606.ENSP00000303706	0	0	0	0	0	0.245	0	0	0.244
MTOR	PRKCE	9606.ENSP00000354558	9606.ENSP00000306124	0	0	0	0	0	0.242	0	0	0.241
MTOR	TERT	9606.ENSP00000354558	9606.ENSP00000309572	0	0	0	0	0	0.330	0	0	0.330
MTOR	PRKDC	9606.ENSP00000354558	9606.ENSP00000313420	0	0	0	0.542	0	0.457	0	0	0.457
MTOR	CDC25C	9606.ENSP00000354558	9606.ENSP00000321656	0	0	0	0	0	0.245	0	0	0.244
MTOR	PRKCH	9606.ENSP00000354558	9606.ENSP00000329127	0	0	0	0	0	0.242	0	0	0.241
MTOR	MAPK11	9606.ENSP00000354558	9606.ENSP00000333685	0	0	0	0	0	0.213	0	0	0.213
MTOR	PDPK1	9606.ENSP00000354558	9606.ENSP00000344220	0	0	0	0	0	0.287	0	0	0.287
MTOR	PIK3CG	9606.ENSP00000354558	9606.ENSP00000352121	0	0	0	0	0	0.342	0	0	0.342
MTOR	PIM3	9606.ENSP00000354558	9606.ENSP00000353824	0	0	0	0	0	0.175	0	0	0.175
MTOR	PIM1	9606.ENSP00000354558	9606.ENSP00000362608	0	0	0	0	0	0.175	0	0	0.175
MTOR	PIM2	9606.ENSP00000354558	9606.ENSP00000365692	0	0	0	0	0	0.175	0	0	0.175
MTOR	PRKCZ	9606.ENSP00000354558	9606.ENSP00000367830	0	0	0	0	0	0.161	0	0	0.161
MTOR	MAPK8	9606.ENSP00000354558	9606.ENSP00000378974	0	0	0	0	0	0.286	0	0	0.286
MTOR	CHEK1	9606.ENSP00000354558	9606.ENSP00000388648	0	0	0	0	0	0.513	0	0	0.513
MTOR	IKBKB	9606.ENSP00000354558	9606.ENSP00000430684	0	0	0	0	0	0.519	0	0	0.519
MTOR	PDK1	9606.ENSP00000354558	9606.ENSP00000376352	0	0	0	0	0	0.494	0	0	0.494
MTOR	PRKCD	9606.ENSP00000354558	9606.ENSP00000378217	0	0	0	0	0	0.423	0	0	0.423
MTOR	PIK3CD	9606.ENSP00000354558	9606.ENSP00000366563	0	0	0	0.543	0	0.347	0	0	0.347
MTOR	PPP2CA	9606.ENSP00000354558	9606.ENSP00000418447	0	0	0	0	0	0.153	0	0	0.152
MTOR	PRKCA	9606.ENSP00000354558	9606.ENSP00000408695	0	0	0	0	0	0.270	0	0	0.270
NMT1	LRRK2	9606.ENSP00000468424	9606.ENSP00000298910	0	0	0	0	0	0.285	0	0	0.285
NMT1	CASP3	9606.ENSP00000468424	9606.ENSP00000311032	0	0	0	0	0	0.290	0	0	0.290
NMT1	CASP8	9606.ENSP00000468424	9606.ENSP00000351273	0	0	0	0	0	0.282	0	0	0.282
NMT1	SRC	9606.ENSP00000468424	9606.ENSP00000362680	0	0	0	0	0	0.263	0	0	0.263
NOS2	PAK1	9606.ENSP00000327251	9606.ENSP00000278568	0	0	0	0	0	0.218	0	0	0.218
NOS2	PTPN11	9606.ENSP00000327251	9606.ENSP00000340944	0	0	0	0	0	0.151	0	0	0.150
NOS2	PTGS2	9606.ENSP00000327251	9606.ENSP00000356438	0	0	0	0	0	0.182	0	0	0.181
NOS2	SRC	9606.ENSP00000327251	9606.ENSP00000362680	0	0	0	0	0	0.242	0	0	0.242
NR1I2	RPS6KB1	9606.ENSP00000336528	9606.ENSP00000225577	0	0	0	0	0	0.290	0	0	0.290
NR1I2	HSP90AB1	9606.ENSP00000336528	9606.ENSP00000360609	0	0	0	0	0	0.255	0	0	0.255
NR1I2	SRC	9606.ENSP00000336528	9606.ENSP00000362680	0	0	0	0	0	0.242	0	0	0.242
NR3C1	MAPK1	9606.ENSP00000231509	9606.ENSP00000215832	0	0	0	0	0	0.264	0	0	0.264
NR3C1	PPP2CA	9606.ENSP00000231509	9606.ENSP00000418447	0	0	0	0	0	0.161	0	0	0.161
